creative,feature,model,train,tone
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,text,nsvm,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,text,knn,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,text,rf,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,text,nb,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,music,lsvm,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,music,nsvm,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,music,knn,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,music,rf,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,music,nb,0,0
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,both,lsvm,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,both,nsvm,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,both,knn,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,both,rf,0,1
USSEN/MI PETERS SON OF A WORLD WAR II VETERAN,both,nb,0,1
USSEN/MI PETERS&DSCC HEROIC 60,text,lsvm,1,1
USSEN/MI PETERS&DSCC HEROIC 60,text,nsvm,1,1
USSEN/MI PETERS&DSCC HEROIC 60,text,knn,1,1
USSEN/MI PETERS&DSCC HEROIC 60,text,rf,1,1
USSEN/MI PETERS&DSCC HEROIC 60,text,nb,1,1
USSEN/MI PETERS&DSCC HEROIC 60,music,lsvm,1,0
USSEN/MI PETERS&DSCC HEROIC 60,music,nsvm,1,1
USSEN/MI PETERS&DSCC HEROIC 60,music,knn,1,1
USSEN/MI PETERS&DSCC HEROIC 60,music,rf,1,1
USSEN/MI PETERS&DSCC HEROIC 60,music,nb,1,1
USSEN/MI PETERS&DSCC HEROIC 60,both,lsvm,1,1
USSEN/MI PETERS&DSCC HEROIC 60,both,nsvm,1,1
USSEN/MI PETERS&DSCC HEROIC 60,both,knn,1,1
USSEN/MI PETERS&DSCC HEROIC 60,both,rf,1,1
USSEN/MI PETERS&DSCC HEROIC 60,both,nb,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,text,lsvm,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,text,nsvm,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,text,knn,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,text,rf,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,text,nb,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,music,lsvm,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,music,nsvm,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,music,knn,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,music,rf,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,music,nb,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,both,lsvm,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,both,nsvm,1,0
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,both,knn,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,both,rf,1,1
USSEN/MI STABENOW COUNTERFEIT CHINESE PRODUCTS,both,nb,1,1
USSEN/MI STABENOW CUT MEDICARE,text,lsvm,0,0
USSEN/MI STABENOW CUT MEDICARE,text,nsvm,0,0
USSEN/MI STABENOW CUT MEDICARE,text,knn,0,0
USSEN/MI STABENOW CUT MEDICARE,text,rf,0,0
USSEN/MI STABENOW CUT MEDICARE,text,nb,0,0
USSEN/MI STABENOW CUT MEDICARE,music,lsvm,0,1
USSEN/MI STABENOW CUT MEDICARE,music,nsvm,0,0
USSEN/MI STABENOW CUT MEDICARE,music,knn,0,0
USSEN/MI STABENOW CUT MEDICARE,music,rf,0,0
USSEN/MI STABENOW CUT MEDICARE,music,nb,0,0
USSEN/MI STABENOW CUT MEDICARE,both,lsvm,0,0
USSEN/MI STABENOW CUT MEDICARE,both,nsvm,0,0
USSEN/MI STABENOW CUT MEDICARE,both,knn,0,1
USSEN/MI STABENOW CUT MEDICARE,both,rf,0,0
USSEN/MI STABENOW CUT MEDICARE,both,nb,0,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,text,lsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,text,nsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,text,knn,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,text,rf,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,text,nb,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,music,lsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,music,nsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,music,knn,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,music,rf,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,music,nb,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,both,lsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,both,nsvm,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,both,knn,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,both,rf,1,0
USSEN/MI STABENOW DISHONEST AND RIDICULOUS,both,nb,1,0
USSEN/MI STABENOW FARM BILL,text,lsvm,1,1
USSEN/MI STABENOW FARM BILL,text,nsvm,1,1
USSEN/MI STABENOW FARM BILL,text,knn,1,1
USSEN/MI STABENOW FARM BILL,text,rf,1,1
USSEN/MI STABENOW FARM BILL,text,nb,1,1
USSEN/MI STABENOW FARM BILL,music,lsvm,1,1
USSEN/MI STABENOW FARM BILL,music,nsvm,1,1
USSEN/MI STABENOW FARM BILL,music,knn,1,1
USSEN/MI STABENOW FARM BILL,music,rf,1,1
USSEN/MI STABENOW FARM BILL,music,nb,1,1
USSEN/MI STABENOW FARM BILL,both,lsvm,1,1
USSEN/MI STABENOW FARM BILL,both,nsvm,1,1
USSEN/MI STABENOW FARM BILL,both,knn,1,1
USSEN/MI STABENOW FARM BILL,both,rf,1,1
USSEN/MI STABENOW FARM BILL,both,nb,1,1
USSEN/MI STABENOW FARMERS,text,lsvm,1,1
USSEN/MI STABENOW FARMERS,text,nsvm,1,1
USSEN/MI STABENOW FARMERS,text,knn,1,1
USSEN/MI STABENOW FARMERS,text,rf,1,1
USSEN/MI STABENOW FARMERS,text,nb,1,1
USSEN/MI STABENOW FARMERS,music,lsvm,1,1
USSEN/MI STABENOW FARMERS,music,nsvm,1,1
USSEN/MI STABENOW FARMERS,music,knn,1,1
USSEN/MI STABENOW FARMERS,music,rf,1,1
USSEN/MI STABENOW FARMERS,music,nb,1,0
USSEN/MI STABENOW FARMERS,both,lsvm,1,1
USSEN/MI STABENOW FARMERS,both,nsvm,1,1
USSEN/MI STABENOW FARMERS,both,knn,1,1
USSEN/MI STABENOW FARMERS,both,rf,1,1
USSEN/MI STABENOW FARMERS,both,nb,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,text,lsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,text,nsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,text,knn,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,text,rf,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,text,nb,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,music,lsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,music,nsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,music,knn,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,music,rf,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,music,nb,1,0
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,both,lsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,both,nsvm,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,both,knn,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,both,rf,1,1
USSEN/MI STABENOW NEWSPAPER ENDORSEMENTS,both,nb,1,1
USSEN/MI STABENOW ROGERS FOAM,text,lsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,text,nsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,text,knn,1,1
USSEN/MI STABENOW ROGERS FOAM,text,rf,1,1
USSEN/MI STABENOW ROGERS FOAM,text,nb,1,1
USSEN/MI STABENOW ROGERS FOAM,music,lsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,music,nsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,music,knn,1,1
USSEN/MI STABENOW ROGERS FOAM,music,rf,1,1
USSEN/MI STABENOW ROGERS FOAM,music,nb,1,1
USSEN/MI STABENOW ROGERS FOAM,both,lsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,both,nsvm,1,1
USSEN/MI STABENOW ROGERS FOAM,both,knn,1,1
USSEN/MI STABENOW ROGERS FOAM,both,rf,1,1
USSEN/MI STABENOW ROGERS FOAM,both,nb,1,1
USSEN/MN FRANKEN ALL TOGETHER,text,lsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,text,nsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,text,knn,1,1
USSEN/MN FRANKEN ALL TOGETHER,text,rf,1,1
USSEN/MN FRANKEN ALL TOGETHER,text,nb,1,1
USSEN/MN FRANKEN ALL TOGETHER,music,lsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,music,nsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,music,knn,1,1
USSEN/MN FRANKEN ALL TOGETHER,music,rf,1,1
USSEN/MN FRANKEN ALL TOGETHER,music,nb,1,1
USSEN/MN FRANKEN ALL TOGETHER,both,lsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,both,nsvm,1,1
USSEN/MN FRANKEN ALL TOGETHER,both,knn,1,1
USSEN/MN FRANKEN ALL TOGETHER,both,rf,1,1
USSEN/MN FRANKEN ALL TOGETHER,both,nb,1,1
USSEN/MN FRANKEN BERMUDA,text,lsvm,1,0
USSEN/MN FRANKEN BERMUDA,text,nsvm,1,0
USSEN/MN FRANKEN BERMUDA,text,knn,1,0
USSEN/MN FRANKEN BERMUDA,text,rf,1,0
USSEN/MN FRANKEN BERMUDA,text,nb,1,0
USSEN/MN FRANKEN BERMUDA,music,lsvm,1,0
USSEN/MN FRANKEN BERMUDA,music,nsvm,1,0
USSEN/MN FRANKEN BERMUDA,music,knn,1,0
USSEN/MN FRANKEN BERMUDA,music,rf,1,0
USSEN/MN FRANKEN BERMUDA,music,nb,1,0
USSEN/MN FRANKEN BERMUDA,both,lsvm,1,0
USSEN/MN FRANKEN BERMUDA,both,nsvm,1,0
USSEN/MN FRANKEN BERMUDA,both,knn,1,0
USSEN/MN FRANKEN BERMUDA,both,rf,1,0
USSEN/MN FRANKEN BERMUDA,both,nb,1,0
USSEN/MN FRANKEN COMMON DECENCY,text,lsvm,0,0
USSEN/MN FRANKEN COMMON DECENCY,text,nsvm,0,0
USSEN/MN FRANKEN COMMON DECENCY,text,knn,0,0
USSEN/MN FRANKEN COMMON DECENCY,text,rf,0,0
USSEN/MN FRANKEN COMMON DECENCY,text,nb,0,0
USSEN/MN FRANKEN COMMON DECENCY,music,lsvm,0,1
USSEN/MN FRANKEN COMMON DECENCY,music,nsvm,0,1
USSEN/MN FRANKEN COMMON DECENCY,music,knn,0,1
USSEN/MN FRANKEN COMMON DECENCY,music,rf,0,1
USSEN/MN FRANKEN COMMON DECENCY,music,nb,0,1
USSEN/MN FRANKEN COMMON DECENCY,both,lsvm,0,0
USSEN/MN FRANKEN COMMON DECENCY,both,nsvm,0,0
USSEN/MN FRANKEN COMMON DECENCY,both,knn,0,1
USSEN/MN FRANKEN COMMON DECENCY,both,rf,0,1
USSEN/MN FRANKEN COMMON DECENCY,both,nb,0,0
USSEN/MN FRANKEN FOOD SAFETY 60,text,lsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,text,nsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,text,knn,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,text,rf,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,text,nb,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,music,lsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,music,nsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,music,knn,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,music,rf,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,music,nb,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,both,lsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,both,nsvm,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,both,knn,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,both,rf,0,1
USSEN/MN FRANKEN FOOD SAFETY 60,both,nb,0,1
USSEN/MN FRANKEN GRIDLOCK,text,lsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,text,nsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,text,knn,1,1
USSEN/MN FRANKEN GRIDLOCK,text,rf,1,1
USSEN/MN FRANKEN GRIDLOCK,text,nb,1,1
USSEN/MN FRANKEN GRIDLOCK,music,lsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,music,nsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,music,knn,1,1
USSEN/MN FRANKEN GRIDLOCK,music,rf,1,1
USSEN/MN FRANKEN GRIDLOCK,music,nb,1,1
USSEN/MN FRANKEN GRIDLOCK,both,lsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,both,nsvm,1,1
USSEN/MN FRANKEN GRIDLOCK,both,knn,1,1
USSEN/MN FRANKEN GRIDLOCK,both,rf,1,1
USSEN/MN FRANKEN GRIDLOCK,both,nb,1,1
USSEN/MN FRANKEN HEAD DOWN,text,lsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,text,nsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,text,knn,1,1
USSEN/MN FRANKEN HEAD DOWN,text,rf,1,1
USSEN/MN FRANKEN HEAD DOWN,text,nb,1,1
USSEN/MN FRANKEN HEAD DOWN,music,lsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,music,nsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,music,knn,1,1
USSEN/MN FRANKEN HEAD DOWN,music,rf,1,1
USSEN/MN FRANKEN HEAD DOWN,music,nb,1,0
USSEN/MN FRANKEN HEAD DOWN,both,lsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,both,nsvm,1,1
USSEN/MN FRANKEN HEAD DOWN,both,knn,1,1
USSEN/MN FRANKEN HEAD DOWN,both,rf,1,1
USSEN/MN FRANKEN HEAD DOWN,both,nb,1,1
USSEN/MN FRANKEN HOLLY 60,text,lsvm,1,1
USSEN/MN FRANKEN HOLLY 60,text,nsvm,1,1
USSEN/MN FRANKEN HOLLY 60,text,knn,1,1
USSEN/MN FRANKEN HOLLY 60,text,rf,1,1
USSEN/MN FRANKEN HOLLY 60,text,nb,1,1
USSEN/MN FRANKEN HOLLY 60,music,lsvm,1,1
USSEN/MN FRANKEN HOLLY 60,music,nsvm,1,1
USSEN/MN FRANKEN HOLLY 60,music,knn,1,1
USSEN/MN FRANKEN HOLLY 60,music,rf,1,1
USSEN/MN FRANKEN HOLLY 60,music,nb,1,1
USSEN/MN FRANKEN HOLLY 60,both,lsvm,1,1
USSEN/MN FRANKEN HOLLY 60,both,nsvm,1,1
USSEN/MN FRANKEN HOLLY 60,both,knn,1,1
USSEN/MN FRANKEN HOLLY 60,both,rf,1,1
USSEN/MN FRANKEN HOLLY 60,both,nb,1,1
USSEN/MN FRANKEN JOBS,text,lsvm,1,1
USSEN/MN FRANKEN JOBS,text,nsvm,1,1
USSEN/MN FRANKEN JOBS,text,knn,1,1
USSEN/MN FRANKEN JOBS,text,rf,1,1
USSEN/MN FRANKEN JOBS,text,nb,1,1
USSEN/MN FRANKEN JOBS,music,lsvm,1,1
USSEN/MN FRANKEN JOBS,music,nsvm,1,1
USSEN/MN FRANKEN JOBS,music,knn,1,1
USSEN/MN FRANKEN JOBS,music,rf,1,1
USSEN/MN FRANKEN JOBS,music,nb,1,0
USSEN/MN FRANKEN JOBS,both,lsvm,1,1
USSEN/MN FRANKEN JOBS,both,nsvm,1,1
USSEN/MN FRANKEN JOBS,both,knn,1,1
USSEN/MN FRANKEN JOBS,both,rf,1,1
USSEN/MN FRANKEN JOBS,both,nb,1,1
USSEN/MN FRANKEN LUCKY,text,lsvm,1,0
USSEN/MN FRANKEN LUCKY,text,nsvm,1,0
USSEN/MN FRANKEN LUCKY,text,knn,1,0
USSEN/MN FRANKEN LUCKY,text,rf,1,0
USSEN/MN FRANKEN LUCKY,text,nb,1,0
USSEN/MN FRANKEN LUCKY,music,lsvm,1,1
USSEN/MN FRANKEN LUCKY,music,nsvm,1,1
USSEN/MN FRANKEN LUCKY,music,knn,1,1
USSEN/MN FRANKEN LUCKY,music,rf,1,0
USSEN/MN FRANKEN LUCKY,music,nb,1,1
USSEN/MN FRANKEN LUCKY,both,lsvm,1,0
USSEN/MN FRANKEN LUCKY,both,nsvm,1,0
USSEN/MN FRANKEN LUCKY,both,knn,1,1
USSEN/MN FRANKEN LUCKY,both,rf,1,0
USSEN/MN FRANKEN LUCKY,both,nb,1,0
USSEN/MN FRANKEN MENTAL ILLNESS,text,lsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,text,nsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,text,knn,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,text,rf,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,text,nb,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,music,lsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,music,nsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,music,knn,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,music,rf,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,music,nb,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,both,lsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,both,nsvm,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,both,knn,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,both,rf,1,1
USSEN/MN FRANKEN MENTAL ILLNESS,both,nb,1,1
USSEN/MN FRANKEN POSTCARDS,text,lsvm,1,0
USSEN/MN FRANKEN POSTCARDS,text,nsvm,1,0
USSEN/MN FRANKEN POSTCARDS,text,knn,1,0
USSEN/MN FRANKEN POSTCARDS,text,rf,1,0
USSEN/MN FRANKEN POSTCARDS,text,nb,1,0
USSEN/MN FRANKEN POSTCARDS,music,lsvm,1,1
USSEN/MN FRANKEN POSTCARDS,music,nsvm,1,0
USSEN/MN FRANKEN POSTCARDS,music,knn,1,0
USSEN/MN FRANKEN POSTCARDS,music,rf,1,0
USSEN/MN FRANKEN POSTCARDS,music,nb,1,0
USSEN/MN FRANKEN POSTCARDS,both,lsvm,1,0
USSEN/MN FRANKEN POSTCARDS,both,nsvm,1,0
USSEN/MN FRANKEN POSTCARDS,both,knn,1,1
USSEN/MN FRANKEN POSTCARDS,both,rf,1,0
USSEN/MN FRANKEN POSTCARDS,both,nb,1,0
USSEN/MN FRANKEN RIGGED,text,lsvm,1,1
USSEN/MN FRANKEN RIGGED,text,nsvm,1,1
USSEN/MN FRANKEN RIGGED,text,knn,1,1
USSEN/MN FRANKEN RIGGED,text,rf,1,1
USSEN/MN FRANKEN RIGGED,text,nb,1,1
USSEN/MN FRANKEN RIGGED,music,lsvm,1,1
USSEN/MN FRANKEN RIGGED,music,nsvm,1,1
USSEN/MN FRANKEN RIGGED,music,knn,1,1
USSEN/MN FRANKEN RIGGED,music,rf,1,1
USSEN/MN FRANKEN RIGGED,music,nb,1,1
USSEN/MN FRANKEN RIGGED,both,lsvm,1,1
USSEN/MN FRANKEN RIGGED,both,nsvm,1,1
USSEN/MN FRANKEN RIGGED,both,knn,1,1
USSEN/MN FRANKEN RIGGED,both,rf,1,1
USSEN/MN FRANKEN RIGGED,both,nb,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,text,lsvm,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,text,nsvm,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,text,knn,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,text,rf,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,text,nb,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,music,lsvm,1,0
USSEN/MN FRANKEN SIGNED INTO LAW,music,nsvm,1,0
USSEN/MN FRANKEN SIGNED INTO LAW,music,knn,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,music,rf,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,music,nb,1,0
USSEN/MN FRANKEN SIGNED INTO LAW,both,lsvm,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,both,nsvm,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,both,knn,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,both,rf,1,1
USSEN/MN FRANKEN SIGNED INTO LAW,both,nb,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,text,lsvm,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,text,nsvm,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,text,knn,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,text,rf,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,text,nb,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,music,lsvm,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,music,nsvm,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,music,knn,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,music,rf,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,music,nb,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,both,lsvm,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,both,nsvm,1,0
USSEN/MN FRANKEN SPECIAL BREAKS,both,knn,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,both,rf,1,1
USSEN/MN FRANKEN SPECIAL BREAKS,both,nb,1,0
USSEN/MN FRANKEN THE MILL 60,text,lsvm,0,1
USSEN/MN FRANKEN THE MILL 60,text,nsvm,0,0
USSEN/MN FRANKEN THE MILL 60,text,knn,0,1
USSEN/MN FRANKEN THE MILL 60,text,rf,0,1
USSEN/MN FRANKEN THE MILL 60,text,nb,0,1
USSEN/MN FRANKEN THE MILL 60,music,lsvm,0,1
USSEN/MN FRANKEN THE MILL 60,music,nsvm,0,1
USSEN/MN FRANKEN THE MILL 60,music,knn,0,1
USSEN/MN FRANKEN THE MILL 60,music,rf,0,1
USSEN/MN FRANKEN THE MILL 60,music,nb,0,1
USSEN/MN FRANKEN THE MILL 60,both,lsvm,0,1
USSEN/MN FRANKEN THE MILL 60,both,nsvm,0,1
USSEN/MN FRANKEN THE MILL 60,both,knn,0,1
USSEN/MN FRANKEN THE MILL 60,both,rf,0,1
USSEN/MN FRANKEN THE MILL 60,both,nb,0,1
USSEN/MN KLOBUCHAR BETSY SATHERS,text,lsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,text,nsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,text,knn,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,text,rf,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,text,nb,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,music,lsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,music,nsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,music,knn,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,music,rf,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,music,nb,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,both,lsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,both,nsvm,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,both,knn,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,both,rf,1,1
USSEN/MN KLOBUCHAR BETSY SATHERS,both,nb,1,1
USSEN/MN KLOBUCHAR CHAMPION,text,lsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,text,nsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,text,knn,0,1
USSEN/MN KLOBUCHAR CHAMPION,text,rf,0,1
USSEN/MN KLOBUCHAR CHAMPION,text,nb,0,1
USSEN/MN KLOBUCHAR CHAMPION,music,lsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,music,nsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,music,knn,0,1
USSEN/MN KLOBUCHAR CHAMPION,music,rf,0,1
USSEN/MN KLOBUCHAR CHAMPION,music,nb,0,1
USSEN/MN KLOBUCHAR CHAMPION,both,lsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,both,nsvm,0,1
USSEN/MN KLOBUCHAR CHAMPION,both,knn,0,1
USSEN/MN KLOBUCHAR CHAMPION,both,rf,0,1
USSEN/MN KLOBUCHAR CHAMPION,both,nb,0,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,text,lsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,text,nsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,text,knn,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,text,rf,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,text,nb,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,music,lsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,music,nsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,music,knn,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,music,rf,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,music,nb,1,0
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,both,lsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,both,nsvm,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,both,knn,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,both,rf,1,1
USSEN/MN KLOBUCHAR GET THE ECONOMY MOVING,both,nb,1,1
USSEN/MN KLOBUCHAR MY MOM,text,lsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,text,nsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,text,knn,1,1
USSEN/MN KLOBUCHAR MY MOM,text,rf,1,1
USSEN/MN KLOBUCHAR MY MOM,text,nb,1,1
USSEN/MN KLOBUCHAR MY MOM,music,lsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,music,nsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,music,knn,1,1
USSEN/MN KLOBUCHAR MY MOM,music,rf,1,1
USSEN/MN KLOBUCHAR MY MOM,music,nb,1,1
USSEN/MN KLOBUCHAR MY MOM,both,lsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,both,nsvm,1,1
USSEN/MN KLOBUCHAR MY MOM,both,knn,1,1
USSEN/MN KLOBUCHAR MY MOM,both,rf,1,1
USSEN/MN KLOBUCHAR MY MOM,both,nb,1,1
