creative,train,uid,music1,music2,music3,music4
HOUSE/KY06 CHANDLER STEPPED IN,1,4VcZlNaIqaU,0,1,1,0
HOUSE/KY06 CHANDLER&DCCC BARR NO SHAME,1,DhvmrKOd1nA,1,0,0,1
HOUSE/LA06 GRAVES RALSTON,1,ZeoMhqrdiEE,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,0,3jhvRF5fTl0,0,1,0,0
HOUSE/LA06 GRAVES STRONG RECORD,1,zukhusby_0I,0,1,0,0
HOUSE/MA04 BIELAT TITLES,1,pUodYutrF54,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,0,En6lknowPCM,0,1,0,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,0,nr33ak6OIxs,0,1,1,0
HOUSE/MA06 DCCC&MOULTON WHO IS THIS SETH MOULTON,1,mb_3N7RUl9s,0,1,0,0
HOUSE/MA06 MOULTON ASHAMED,0,qzTo1Fp81gU,0,1,0,1
HOUSE/MA06 MOULTON REAL CHANGE REV,1,C_ZVsptlMWY,0,1,0,0
HOUSE/MA06 TIERNEY&DCCC AGENDA,1,TUu4r2jHmns,0,0,1,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,0,uDeohqhp4GI,0,1,0,1
HOUSE/MA06 TISEI DEMOCRATS FOR TISEI,1,FcytJK4lEpo,0,1,1,0
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,1,g0R8l6Gz1-Q,1,1,0,1
HOUSE/MA06 TISEI THIS DISTRICT,1,3iW7In13GRg,1,0,1,0
HOUSE/MA06 TISEI WE ALREADY LEARNED,1,StxVlA6pf0g,1,1,1,1
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,1,3g0ui1i5UDA,1,0,1,0
HOUSE/MA09 CHAPMAN WRONG TRACK,1,mnm2wodSt4Y,1,1,0,1
HOUSE/MA09 KEATING BREAK RANKS,1,kEf5unIyDBw,0,1,0,0
HOUSE/MD01 TILGHMAN PROBLEM IN WASHINGTON,1,j5XSwCLK8mA,0,1,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,1,Wy93NOBOqHw,1,1,0,1
HOUSE/MD06 DELANEY IN MY HOUSE,1,FXeWi-XrVnI,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,0,5PcJwzSTrPA,0,1,0,0
HOUSE/ME01 PINGREE SERVICE,1,aYcFAXBo7TE,0,1,0,0
HOUSE/ME02 MICHAUD KNOWS TOUGH TIMES,1,94oJPlWQ3yU,0,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,0,abk23lVpdzA,0,1,0,1
HOUSE/ME02 MICHAUD VETERANS VA,1,UoOWTBXIufc,0,1,0,0
HOUSE/ME02 RAYE FIGHTING FOR MAINE JOBS,1,wnB4SVHPiQ4,0,1,1,0
HOUSE/ME02 RAYE OLYMPIA SNOWE ENDORSEMENT,1,m97YO51n8co,0,1,1,1
HOUSE/ME02 RAYE PROBLEM SOLVER,1,efRDYlcYWKc,0,1,0,0
HOUSE/MI03 GOODRICH MAVERICK LIBERTARIAN,1,TkdOzWMBTF4,1,0,0,0
HOUSE/MI06 UPTON CARES,1,rBKlCMnlAWY,0,1,0,0
HOUSE/MI06 UPTON LIES AND MORE LIES,1,6xCV-i4wP00,1,1,0,1
HOUSE/MI06 UPTON LOTS OF NOISE,1,8WLRLNgxI0Q,0,1,0,0
HOUSE/MI06 UPTON PAIN AND HARDSHIP,1,QM8ijgEv8AM,0,1,0,1
HOUSE/MI06 UPTON THIS IS BROOKE,1,VeA5pTttQwI,1,1,0,1
HOUSE/MI07 WALBERG BETTER SCHOOLS,1,GddXqwm-2HQ,0,1,1,0
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,0,WCA1HONUqjA,0,1,0,0
HOUSE/MI11 MCKENZIE BETH AYERS,1,3iPoxmnbobA,0,0,1,1
HOUSE/MI11 MCKENZIE FORECLOSURE KING,1,tcJ2wx_9H9s,1,0,0,1
HOUSE/MI11 TROTT AS A DAD,1,NrVWzxBefWE,0,1,1,1
HOUSE/MI11 TROTT MY WHOLE LIFE,1,u5yX2-kRhKA,0,1,1,1
HOUSE/MN02 KLINE COST YOU MONEY,1,hXgEopHeBdM,1,0,0,1
HOUSE/MN02 KLINE NOTHING GETS DONE,1,-XJUlr-ehuc,0,1,0,0
HOUSE/MN02 OBERMUELLER VOTE THEM OUT,1,wW-HihLyLmc,0,0,1,0
HOUSE/MN07 PETERSON MOST POLITICIANS,1,hYLIJ-epPd4,0,1,0,0
HOUSE/MN07 PETERSON MY OPPONENTS,1,9lHwHrtzaUQ,0,1,0,0
HOUSE/MN07 PETERSON STEVE WILLIAMS,1,ePyBx9JlY5c,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,0,2Fa9najMzJ4,0,1,0,0
HOUSE/MN08 NOLAN LOOK ACROSS MINNESOTA,1,Hs1oebkliFk,0,1,0,0
HOUSE/MN08 NOLAN PATTY YOREK,0,TE-LcZSaxjk,0,1,1,1
HOUSE/MN08 NOLAN PHIL OLSON,1,BCFmD7BzTNg,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0,0p9FhBl5Wg0,0,1,0,0
HOUSE/MN08 NOLAN WASHINGTON CAN'T SEEM TO SEE IT,1,Ghp2kPVpUIQ,0,1,0,0
HOUSE/MT01 GILLAN HASN'T ELECT A WOMAN,1,FnV85atr0-M,0,1,0,0
HOUSE/MT01 GILLAN JOBS,1,_mFJh4ynQ9o,0,1,0,0
HOUSE/MT01 GILLAN SHE IS,1,814Ycunf3jE,0,1,0,0
HOUSE/MT01 GILLAN&DCCC INDEPENDENT LEADER,1,iYCrAe11rj0,0,1,0,0
HOUSE/MT01 NRCC&ZINKE THE RIGHT CONSERVATIVE,1,86LVPQ9dk8g,0,1,0,1
HOUSE/MT01 ZINKE 1988,1,6D2tDYGsgLw,1,1,0,1
HOUSE/MT01 ZINKE 2004,1,ldzHdelhH90,0,1,0,1
HOUSE/MT01 ZINKE DAVID KEENE,1,rVgrKliZ_G8,0,1,0,0
HOUSE/MT01 ZINKE NAVY SEAL,1,h1AijIXPps4,1,1,0,1
HOUSE/NC02 ELLMERS VERY CONCERNED,1,ejESYF_Bybw,0,1,1,0
HOUSE/NC06 FJELD CLEAR CHOICE,1,A5yvmb2_4HU,1,1,0,1
HOUSE/NC06 WALKER ANOTHER NEGATIVE AD,1,GJU8Jk1QbhA,0,1,0,0
HOUSE/NC06 WALKER DIFFERENT,1,MItu0LubSw4,0,1,0,0
HOUSE/NC06 WALKER SPENT HIS LIFE,1,04wfxf7txz8,0,1,1,0
HOUSE/NC07 MCINTYRE CARROLL ENDORSEMENT,1,_LwUMYJBqOY,0,1,0,0
HOUSE/NC07 MCINTYRE CONVERSE,1,hgypQze_VXU,0,0,0,0
HOUSE/NC07 MCINTYRE DAWN 60,1,VJ_rsJZW4Y0,0,1,0,0
HOUSE/NC07 MCINTYRE GREAT PRIVILEGE,1,b8W4D8MPug4,1,0,0,0
HOUSE/NC07 MCINTYRE ROUZER DISMANTLE MEDICARE,1,2eCq-_dFJII,1,0,0,1
HOUSE/NC07 ROUZER TRUTH ABOUT DAVID,1,EOApyDXrfKc,0,1,0,0
HOUSE/NC08 HUDSON DO YOU AGREE,0,JY2-3OSjWvM,1,0,0,1
HOUSE/NC08 KISSELL BUY AMERICAN,0,bKGlJtGvcig,0,1,0,0
HOUSE/NC08 KISSELL LINDA KEASLER,1,tsRPA4hYKYM,0,0,1,1
HOUSE/NC09 PITTENGER THIS COUNTRY,1,2-tGaaoCZM4,0,1,0,0
HOUSE/NC09 ROBERTS ALWAYS FIGHT FOR US,1,o5c_OP6YMA4,0,1,0,0
HOUSE/NC09 ROBERTS YOU PAID INTO MEDICARE,1,uSNLYtQWPT4,1,1,0,1
HOUSE/NC11 MEADOWS CONSERVATIVE CHRISTIAN BUSINESSMAN,1,ueXlEMQjy_Q,1,0,0,1
HOUSE/NC11 ROGERS MOUNTAIN VALUES,1,KG9Rx2MPDpo,0,1,0,0
HOUSE/NC11 ROGERS SOME THINGS,1,NJnoTaUt_KU,0,1,0,0
HOUSE/NC13 HOLDING ANGEL OF ANZIO,1,Sj3elansBlU,0,1,0,0
HOUSE/NC13 HOLDING FROM THE BEGINNING,1,-FU48jvvRM0,0,1,0,1
HOUSE/NC13 HOLDING US ATTORNEY,1,toxJ6K3kFpg,0,1,0,0
HOUSE/ND01 CRAMER COMMON SENSE,0,xutd8gM_fMw,1,1,0,1
HOUSE/ND01 CRAMER FAMILY,1,4PnriaHwrLI,0,1,0,0
HOUSE/ND01 CRAMER FARMING,1,aijM02c5C34,0,1,0,0
HOUSE/ND01 CRAMER GET THE NATIONAL DEBT UNDER CONTROL,1,R0y_xhi5veU,0,1,0,0
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,1,OzS8qf9rOy0,0,1,0,0
HOUSE/ND01 CRAMER GRAND FORKS HERALD,0,cuHYyqDhnjU,1,1,0,1
HOUSE/ND01 CRAMER HONORED,1,NzeNleMeFBg,0,1,0,0
HOUSE/ND01 CRAMER KNOW HOW IMPORTANT,1,KX6XFh82DOw,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,0,dS96EbMSIqQ,0,1,0,0
HOUSE/ND01 CRAMER NATIONAL ECONOMY,1,D9RKfQDoPzQ,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,0,_xhYnAUArXY,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,0,TTcKQ3LZtc4,0,1,0,0
HOUSE/ND01 CRAMER THE ECONOMY,1,2JDwDtrLG7Y,0,1,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,1,z77mEpHIjbE,0,1,0,0
HOUSE/ND01 GULLESON VALUES,1,QKai-UC9Hqo,0,1,0,0
HOUSE/ND01 GULLESON&NDDP BYRON DORGAN ENDORSEMENT,1,GaqCaVF6KLE,0,1,0,0
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,0,_kfA2K5WPNo,1,0,0,1
HOUSE/ND01 SINNER CRAMER VIOLATED THE LAW,1,ia-GuotN9bY,1,0,0,1
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,1,lxU1RIa5Enc,0,1,0,0
HOUSE/ND01 SINNER MY DAD,1,0o8YJm70OwM,0,1,0,0
HOUSE/ND01 SINNER TELEGRAM,1,CXZEJRh5Tuc,0,1,0,0
HOUSE/NE02 ASHFORD MY DAD,0,X98VUvaknww,0,1,1,0
HOUSE/NE02 ASHFORD RUNNING,1,RGeZnXJbRNU,0,1,1,0
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,0,_YouijHqgf8,0,1,0,1
HOUSE/NE02 ASHFORD TIME,0,J7guAKxp_DU,0,1,0,0
HOUSE/NE02 DCCC&ASHFORD COMPLETELY DESPERATE,1,MrXcLMio-yA,0,0,1,1
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,0,1iJpiKFCurU,0,1,0,0
HOUSE/NE02 TERRY AMERICA'S UNIFORMS,1,-Av_T4m2uow,0,1,1,1
HOUSE/NE02 TERRY BAD GUYS,1,d12z677QSGc,1,0,1,1
HOUSE/NE02 TERRY BRAD ASHFORD SAYS,1,MkNGnsapQQc,1,0,0,1
HOUSE/NE02 TERRY FIGHTING,1,4NnGxqDIFnw,0,1,0,1
HOUSE/NE02 TERRY FUNDAMENTALLY TRANSFORMING,1,Oz7xBhwPbcw,1,0,0,1
HOUSE/NE02 TERRY ONE BULLET,1,ZIK-o6JaCN0,1,0,1,1
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,0,n6MqAYQVsEc,0,1,1,0
HOUSE/NE02 TERRY WILLIAM KING JR,1,kwEZRYMoco4,0,1,0,0
HOUSE/NE02 TERRY&NRCC OBAMACARE,1,dOZwa8DsOGU,1,0,1,1
HOUSE/NH01 GUINTA LYING,1,pZslVFVb4i8,1,1,0,1
HOUSE/NH01 GUINTA WHO SHE STANDS FOR,1,idonXvt1ULI,1,0,0,1
HOUSE/NH01 NRCC&GUINTA MORGAN AND GINNY,1,-kOw0aRNzMg,0,1,1,0
HOUSE/NH01 SHEA-PORTER DEBT,1,iRQA8mTtQq0,1,1,0,1
HOUSE/NH01 SHEA-PORTER GUINTA CORRUPT,1,bF3IJIEhg8w,1,1,0,1
HOUSE/NH01 SHEA-PORTER GUINTA WOULD GUT,1,2GXgbHvU4yU,0,1,1,0
HOUSE/NH01 SHEA-PORTER MINIMUM WAGE JOBS,1,a-ugVB391GQ,1,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,0,cfbLS-rNAHI,0,1,0,0
HOUSE/NH02 BASS KUSTER HAS THE NERVE,1,9vBTdglZnso,1,0,0,1
HOUSE/NH02 BASS WOMEN'S ISSUES,1,TcrFjmUGZ6k,0,1,1,0
HOUSE/NH02 DCCC&KUSTER SONIA PRINCE,1,2ce7jbk5uas,0,0,1,1
HOUSE/NH02 GARCIA STATE INCOME TAX,1,1lXS_K4KNqo,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,0,fIVGlcpsVxM,1,1,0,1
HOUSE/NH02 KUSTER BASS SAME OLD POLITICS,1,uUALUWyTQRM,1,1,1,1
HOUSE/NH02 KUSTER REALLY STRUGGLING,1,TWVjLjUa_TY,0,1,1,1
HOUSE/NH02 KUSTER SANDRA MATHESON,1,DTRxsy-Q2P8,1,0,1,1
HOUSE/NH02 KUSTER TED CRUZ,1,CPDd-vbEHGo,1,0,0,1
HOUSE/NH02 KUSTER WHAT REALLY CONCERNS ME,1,BcqPIeSK_Yw,1,1,0,1
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,0,6DZxSfFX5Tk,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0,0K68tklDqDQ,0,1,0,0
HOUSE/NJ03 ADLER BASIC PREVENTIVE HEALTHCARE,1,hcjQl8QyRf8,0,0,1,1
HOUSE/NJ03 BELGARD TOM MACARTHUR'S WORLD,1,8-36_sqi_X0,1,1,1,1
HOUSE/NJ03 MACARTHUR BELGARD LIED 15,1,eFLLKfIJIkI,1,0,0,1
HOUSE/NJ03 MACARTHUR DISHONEST POLITICIAN,1,eAGz0f85D2w,1,1,0,1
HOUSE/NJ03 MACARTHUR SUCCESS STORY,1,fxtTaRzDjys,0,1,0,0
HOUSE/NJ03 MACARTHUR THE TRUTH,1,DzglKaXEkUU,0,1,1,0
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,0,plJ0qqSPAH4,1,0,0,1
HOUSE/NM01 ARNOLD-JONES SACRED PROMISE,1,GtaZ_pqn4Jc,0,1,0,1
HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN,1,HF6i_-8k_co,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,0,Oq96U2SxAy0,0,1,0,0
HOUSE/NM01 LUJAN-GRISHAM THE VOTES ARE IN,1,dbzeXcdUEso,0,1,0,0
HOUSE/NM01 LUJAN-GRISHAM TRACE,1,fvH5JP5ACR0,1,0,0,1
HOUSE/NM01 LUJAN-GRISHAM WOMEN'S OWN DECISIONS,1,Pzepu1vdv78,0,1,0,0
HOUSE/NM02 PEARCE OUR VETERANS WHERE THERE FOR US,1,g2xpUyRYs30,0,1,0,0
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,0,aGe6CrFG6lo,0,1,1,1
HOUSE/NM03 BYRD BIO,1,9ziViXyF9yU,0,1,0,0
HOUSE/NM03 BYRD WE GIVE EVERYTHING WE HAVE,1,lSOP8tt6GdM,0,1,0,0
HOUSE/NV03 BILBRAY CAROLINE,1,S1YRsTOygcU,0,1,0,0
HOUSE/NV03 BILBRAY STRUGGLE,1,dFclOZkO_eY,0,1,1,0
HOUSE/NV03 HECK ABSOLUTE BEST,1,sjuEKXgZW4w,0,1,0,0
HOUSE/NV03 HECK ARGUING,1,YXmeGgg9YD0,0,1,0,0
HOUSE/NV03 HECK GETTING THINGS DONE,1,RV4r_hWhgow,0,1,0,0
HOUSE/NV03 HECK HOMES,0,aCfeU8OnhiI,0,1,0,0
HOUSE/NV03 HECK IN TIMES OF CRISIS,1,VKDat6gESAk,0,1,0,1
HOUSE/NV03 HECK MARIA TACKETT,1,MGGFBKXAXnw,0,1,0,0
HOUSE/NV03 HECK MEDICARE,1,n6O_Nx6cWos,0,1,0,0
HOUSE/NV03 HECK OUR DAD,1,TqHePmEoZx0,0,1,0,0
HOUSE/NV04 HARDY ONE CANDIDATE,1,1st9M6UDKvE,0,1,0,0
HOUSE/NV04 HORSFORD DRIVE,1,49haJ4MRuK4,0,1,0,0
HOUSE/NV04 HORSFORD FIGHT FOR THEM,1,PIF347QZ2K4,0,1,0,0
HOUSE/NV04 HORSFORD&DCCC BACK TO WORK,1,Q_-ak2cEtOg,0,1,0,1
HOUSE/NV04 HORSFORD&DCCC KNOW WHAT NEEDS TO BE DONE,1,AM33Xk301Rk,1,1,1,1
HOUSE/NV04 HORSFORD&DCCC OVERCOMING ADVERSITY,1,gQ_mmbGm2zk,0,1,0,1
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,0,MctcInfJ91o,0,1,1,0
HOUSE/NV04 TARKANIAN KNOWS HOW TO,1,wHePYc5Dz9E,0,1,0,0
HOUSE/NV04 TARKANIAN WE'VE ALL HEARD THE EMPTY PROMISES,1,Qs_7KCjpImQ,1,1,0,0
HOUSE/NY01 BISHOP FBI,1,AGZ4ciA7Mzw,0,1,1,0
HOUSE/NY01 BISHOP RIGHT WING SMEAR,1,GymPUCeEy1A,1,0,0,1
HOUSE/NY04 MCCARTHY SHE KNOWS,1,JN11AOvXnoI,0,1,1,1
HOUSE/NY04 RICE 2005 CAMPAIGN AD,1,1vXc97-Kzy0,0,1,0,0
HOUSE/NY04 RICE PROBLEMS,1,5hjjfMe0Hro,0,1,0,0
HOUSE/NY04 RICE THE CHOICE IS CLEAR,0,iQhrFHHQJT8,0,1,0,1
HOUSE/NY18 HAYWORTH PHONY BALONEY,1,vQ-TMwP8OZU,0,1,0,1
HOUSE/NY18 HAYWORTH WILL,1,9r1DuHYhDtU,0,1,0,0
HOUSE/NY18 MALONEY AGREE,0,A6m85ka4pxg,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0,0ZMP90pEUvc,0,1,0,1
HOUSE/NY18 MALONEY HAYWORTH RADICAL RECORD,1,l0mRRJ8Zb2A,1,0,1,1
HOUSE/NY18 MALONEY MY DAD,1,KK2vrQBG2yg,0,1,0,0
HOUSE/NY18 MALONEY SHE'S BACK,1,yU7ru2uY6XQ,1,1,0,1
HOUSE/NY18 MALONEY&DCCC HAYWORTH WORKS FOR TEA PARTY EXTREMISTS,1,7VpuJMvwm1Y,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,0,C-nU2NqIQSc,1,1,0,1
HOUSE/NY19 ELDRIDGE EVERYDAY,1,602Pdnpq7lU,0,1,0,0
HOUSE/NY19 ELDRIDGE IN THE NEXT FEW MONTHS,1,GCZfUXXS5D8,0,1,0,0
HOUSE/NY19 ELDRIDGE NOT LOOKING OUT FOR US,1,atPXvzXf7OM,1,1,0,1
HOUSE/NY19 ELDRIDGE RESPECT,0,QVelU7fZPzE,0,1,0,0
HOUSE/NY19 ELDRIDGE RIGHT NOW,0,YW4Bx4pRM4Y,1,0,1,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,0,1NdA9rz93b8,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON REV,1,v7tA4ZbtXeU,1,1,1,1
HOUSE/NY19 ELDRIDGE TRUTH,1,qsMvQEdlGCU,1,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,0,SOaTg2oDYrs,0,1,0,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,0,uQOz6etH42Q,0,0,1,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,0,ybJtNfJK68U,1,1,0,1
HOUSE/NY19 GIBSON LIVING HERE,1,-VvpQg9rZ-U,0,1,0,0
HOUSE/NY19 GIBSON SCHREIBMAN'S CAMPAIGN MISLEADING,1,MLwcD641iWU,1,1,0,1
HOUSE/NY19 GIBSON THINK YOU KNOW SEAN ELDRIDGE 15,1,KoyHCBPT45A,1,0,0,1
HOUSE/NY19 GIBSON TRUST,1,tpMRq4WD7fA,0,1,0,0
HOUSE/NY19 GIBSON VISITING LOCAL BUSINESSES,1,dmT2YjQoqy4,0,1,0,0
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,0,i21eJakWkb4,0,1,1,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,0,-V6cBQxk6so,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,1,21Nluwyzok4,0,1,0,0
HOUSE/NY20 TONKO SAME STREET,1,FyKc5ruwEW8,0,1,0,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,1,aqXcVWp5Kwc,1,0,0,1
HOUSE/NY21 DOHENY OWENS ISLANDS,1,Z5vj1bPB9bI,1,1,0,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,1,4-YYFvt7gAg,1,0,0,1
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,1,9iyIuy1hYlQ,1,0,0,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,1,rlx8ZAo3Vvo,0,1,0,0
HOUSE/NY21 DOHENY VALUES,1,POq8Ky6iouI,0,1,0,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,1,3cDYAQRcdqI,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,0,WkyW22FZJw4,0,1,0,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,1,vdNW1V8bL5I,0,1,0,1
HOUSE/NY21 OWENS IT'S ALL ONLINE,1,dQ9Tg4BB8J8,0,1,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,1,mJmDx1Or1k8,0,1,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,0,Z-3kKqs0x38,0,1,0,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,0,FJjNHMTMu_M,0,1,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,1,LrAm9oYaDLI,0,1,0,0
HOUSE/NY21 STEFANIK MY GENERATION,1,KO7Uc3r0JTY,0,1,0,0
HOUSE/NY21 STEFANIK PROTECT AND PRESERVE,1,0OKUJlE6mlI,0,1,0,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,1,tV70yvfBg5Y,0,1,0,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,1,9-H1XDVfzxs,0,0,1,1
HOUSE/NY23 REED DOUBLE TROUBLE,1,jO1s3qT6duQ,1,0,0,1
HOUSE/NY23 REED HER WORDS,1,-pftOu8iTV8,1,0,1,1
HOUSE/NY23 REED HURTING US,1,DgOfeOS6rc4,1,0,0,1
HOUSE/NY23 REED LISTENING,0,YwvXUduyI-k,0,1,1,1
HOUSE/NY23 REED MY BROTHER 60,1,ppIs9cfgCPI,0,1,1,0
HOUSE/NY23 ROBERTSON FALSE ATTACKS,0,m6H01FAxVo8,1,1,0,0
HOUSE/NY23 ROBERTSON SMALL HOUSE,1,6vjPimxjNFs,0,1,0,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,1,o3R_zrp4SAc,1,0,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,1,YEyZZz5LXw4,0,1,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,1,gBRosW77p98,0,1,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,0,ZX4BGaYj9ww,0,1,0,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,1,DDpPoC3M_w4,0,0,1,1
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,1,GE4x3tDa1zI,1,1,0,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,1,qHsMVLV9oXw,0,1,0,0
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,1,Be2fSO8_VR8,0,1,0,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,1,3-s41-PzgUo,1,0,0,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,1,9xzyGeWsHrE,0,0,1,1
HOUSE/NY24 MAFFEI ABOUT THESE STREETS,1,6m3eFC15LFI,1,1,0,1
HOUSE/NY24 MAFFEI ATTACKS SO FALSE,1,1glirKzkCOA,1,0,0,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,1,sp7J9u6yNFM,0,1,0,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,1,RmUyIOCJTMc,1,1,1,1
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,1,4SEAPkNsfXw,1,0,1,1
HOUSE/NY24 MAFFEI DRAW A LINE,1,yFDqMByWw8Q,0,0,1,1
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,1,Z_goqHOXR0U,0,0,1,1
HOUSE/NY24 MAFFEI HAD OUR BACK,1,8R-x8pacDew,0,0,1,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,1,cmQVodQEkmg,0,1,1,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,1,cmtwz41oLdg,1,0,1,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,0,KN9s57K6yM0,1,0,0,1
HOUSE/NY24 MAFFEI LEMONADE STAND,1,Ok_tJO2OwWU,0,1,0,0
HOUSE/NY24 MAFFEI LISTEN,1,95LRmr4GITU,1,1,0,1
HOUSE/NY24 MAFFEI LIVELY DEBATE ABOUT THE ISSUES,1,DmcNyO9Yo60,0,1,0,0
HOUSE/NY24 MAFFEI NO TIME,1,mTYbFpThWbY,0,1,0,0
HOUSE/NY24 MAFFEI PUTTING US FIRST,1,KYNAYcyH_bg,0,1,0,1
HOUSE/NY24 MAFFEI&DCCC SEE,1,BpxjmAAgFSk,0,1,0,0
HOUSE/NY25 ASSINI THIS ELECTION,1,ZRCCxED7xkg,0,1,0,0
HOUSE/NY25 BROOKS NOTHING'S MORE IMPORTANT,1,ToNDDvSt6zU,0,1,0,0
HOUSE/NY25 BROOKS SLAUGHTER FOUND GUILTY,1,z-2m7wXbmo4,1,0,0,1
HOUSE/NY25 BROOKS SLAUGHTER THINKS SHE'S ENTITLED,1,iLzdvIDbV5Y,0,0,1,1
HOUSE/NY25 BROOKS SLAUGHTER TWICE FOUND GUILTY,1,WaEZZwhQSCY,1,0,0,1
HOUSE/NY25 BROOKS SLAUGHTER'S CHANGED,1,k0ROuVOhL3c,0,0,0,1
HOUSE/NY25 BROOKS&NRCC COULDN'T BE MORE DIFFERENT,1,_tUgDfdYEUY,0,1,0,0
HOUSE/NY25 SLAUGHTER BILL CLINTON ENDORSEMENT,1,WaRknBJMLpo,0,1,0,0
HOUSE/NY25 SLAUGHTER BROOKS ALLIES,1,ULsttelgEmA,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,0,VmTLY83a3Wg,1,0,0,1
HOUSE/NY25 SLAUGHTER MARINES BODY ARMOR,1,q6DRNJRKg3I,0,1,0,0
HOUSE/NY25 SLAUGHTER SCANDAL,1,JHsGXsxUTAw,1,0,0,1
