creative,uid,train,music1,music2,music3,music4
HOUSE/KY06 CHANDLER STEPPED IN,4VcZlNaIqaU,1,0,1,1,1
HOUSE/KY06 CHANDLER&DCCC BARR NO SHAME,DhvmrKOd1nA,1,1,0,0,1
HOUSE/LA06 GRAVES RALSTON,ZeoMhqrdiEE,1,0,1,0,0
HOUSE/LA06 GRAVES SPECIAL PLACE,3jhvRF5fTl0,0,0,1,0,0
HOUSE/LA06 GRAVES STRONG RECORD,zukhusby_0I,1,0,1,0,0
HOUSE/MA04 BIELAT TITLES,pUodYutrF54,1,0,1,0,0
HOUSE/MA04 KENNEDY THE CHOICE IS YOURS,En6lknowPCM,0,0,1,0,0
HOUSE/MA04 KENNEDY WE'VE GOT A MESSAGE,nr33ak6OIxs,0,0,1,1,0
HOUSE/MA06 DCCC&MOULTON WHO IS THIS SETH MOULTON,mb_3N7RUl9s,1,0,1,0,0
HOUSE/MA06 MOULTON ASHAMED,qzTo1Fp81gU,0,0,1,1,1
HOUSE/MA06 MOULTON REAL CHANGE REV,C_ZVsptlMWY,1,0,1,1,0
HOUSE/MA06 TIERNEY&DCCC AGENDA,TUu4r2jHmns,1,0,0,1,1
HOUSE/MA06 TIERNEY&DCCC TISEI IT IS WAS IT IS,uDeohqhp4GI,0,0,1,0,1
HOUSE/MA06 TISEI DEMOCRATS FOR TISEI,FcytJK4lEpo,1,0,1,1,1
HOUSE/MA06 TISEI MOULTON'S CAMPAIGN,g0R8l6Gz1-Q,1,1,1,0,1
HOUSE/MA06 TISEI THIS DISTRICT,3iW7In13GRg,1,1,0,1,0
HOUSE/MA06 TISEI WE ALREADY LEARNED,StxVlA6pf0g,1,1,1,1,1
HOUSE/MA06 TISEI WE WON'T VOTE FOR TIERNEY,3g0ui1i5UDA,1,1,0,1,0
HOUSE/MA09 CHAPMAN WRONG TRACK,mnm2wodSt4Y,1,1,1,0,1
HOUSE/MA09 KEATING BREAK RANKS,kEf5unIyDBw,1,0,1,0,0
HOUSE/MD01 TILGHMAN PROBLEM IN WASHINGTON,j5XSwCLK8mA,1,0,1,0,0
HOUSE/MD02 JACOBS BILLS PILE UP,Wy93NOBOqHw,1,1,1,0,1
HOUSE/MD06 DELANEY IN MY HOUSE,FXeWi-XrVnI,1,0,1,0,0
HOUSE/ME01 PINGREE MAKE IT IN MAINE,5PcJwzSTrPA,0,0,1,0,0
HOUSE/ME01 PINGREE SERVICE,aYcFAXBo7TE,1,0,1,1,0
HOUSE/ME02 MICHAUD KNOWS TOUGH TIMES,94oJPlWQ3yU,1,1,1,0,1
HOUSE/ME02 MICHAUD SNEAKERS,abk23lVpdzA,0,0,1,0,1
HOUSE/ME02 MICHAUD VETERANS VA,UoOWTBXIufc,1,0,1,0,0
HOUSE/ME02 RAYE FIGHTING FOR MAINE JOBS,wnB4SVHPiQ4,1,0,1,1,1
HOUSE/ME02 RAYE OLYMPIA SNOWE ENDORSEMENT,m97YO51n8co,1,0,1,1,1
HOUSE/ME02 RAYE PROBLEM SOLVER,efRDYlcYWKc,1,0,1,0,0
HOUSE/MI03 GOODRICH MAVERICK LIBERTARIAN,TkdOzWMBTF4,1,1,0,0,0
HOUSE/MI06 UPTON CARES,rBKlCMnlAWY,1,0,1,0,0
HOUSE/MI06 UPTON LIES AND MORE LIES,6xCV-i4wP00,1,1,1,0,1
HOUSE/MI06 UPTON LOTS OF NOISE,8WLRLNgxI0Q,1,0,1,0,0
HOUSE/MI06 UPTON PAIN AND HARDSHIP,QM8ijgEv8AM,1,0,1,0,1
HOUSE/MI06 UPTON THIS IS BROOKE,VeA5pTttQwI,1,1,1,1,1
HOUSE/MI07 WALBERG BETTER SCHOOLS,GddXqwm-2HQ,1,0,1,1,1
HOUSE/MI08 BISHOP PROTECTED OUR CHILDREN,WCA1HONUqjA,0,0,1,0,0
HOUSE/MI11 MCKENZIE BETH AYERS,3iPoxmnbobA,1,0,0,1,1
HOUSE/MI11 MCKENZIE FORECLOSURE KING,tcJ2wx_9H9s,1,1,0,0,1
HOUSE/MI11 TROTT AS A DAD,NrVWzxBefWE,1,0,1,1,1
HOUSE/MI11 TROTT MY WHOLE LIFE,u5yX2-kRhKA,1,0,1,1,1
HOUSE/MN02 KLINE COST YOU MONEY,hXgEopHeBdM,1,1,0,0,1
HOUSE/MN02 KLINE NOTHING GETS DONE,-XJUlr-ehuc,1,0,1,0,0
HOUSE/MN02 OBERMUELLER VOTE THEM OUT,wW-HihLyLmc,1,0,0,1,0
HOUSE/MN07 PETERSON MOST POLITICIANS,hYLIJ-epPd4,1,0,1,0,0
HOUSE/MN07 PETERSON MY OPPONENTS,9lHwHrtzaUQ,1,0,1,0,0
HOUSE/MN07 PETERSON STEVE WILLIAMS,ePyBx9JlY5c,1,0,1,0,0
HOUSE/MN07 PETERSON TIM SWENSON,2Fa9najMzJ4,0,0,1,0,0
HOUSE/MN08 NOLAN LOOK ACROSS MINNESOTA,Hs1oebkliFk,1,0,1,0,0
HOUSE/MN08 NOLAN PATTY YOREK,TE-LcZSaxjk,0,0,1,1,1
HOUSE/MN08 NOLAN PHIL OLSON,BCFmD7BzTNg,1,0,1,0,0
HOUSE/MN08 NOLAN SOME CHOOSE BICKERING AND GRIDLOCK,0p9FhBl5Wg0,0,0,1,0,0
HOUSE/MN08 NOLAN WASHINGTON CAN'T SEEM TO SEE IT,Ghp2kPVpUIQ,1,0,1,0,0
HOUSE/MT01 GILLAN HASN'T ELECT A WOMAN,FnV85atr0-M,1,0,1,0,0
HOUSE/MT01 GILLAN JOBS,_mFJh4ynQ9o,1,0,1,0,0
HOUSE/MT01 GILLAN SHE IS,814Ycunf3jE,1,0,1,0,0
HOUSE/MT01 GILLAN&DCCC INDEPENDENT LEADER,iYCrAe11rj0,1,0,1,0,0
HOUSE/MT01 NRCC&ZINKE THE RIGHT CONSERVATIVE,86LVPQ9dk8g,1,0,1,0,1
HOUSE/MT01 ZINKE 1988,6D2tDYGsgLw,1,1,1,0,1
HOUSE/MT01 ZINKE 2004,ldzHdelhH90,1,0,1,0,1
HOUSE/MT01 ZINKE DAVID KEENE,rVgrKliZ_G8,1,0,1,0,0
HOUSE/MT01 ZINKE NAVY SEAL,h1AijIXPps4,1,1,1,0,1
HOUSE/NC02 ELLMERS VERY CONCERNED,ejESYF_Bybw,1,0,1,1,1
HOUSE/NC06 FJELD CLEAR CHOICE,A5yvmb2_4HU,1,1,1,0,1
HOUSE/NC06 WALKER ANOTHER NEGATIVE AD,GJU8Jk1QbhA,1,0,1,0,0
HOUSE/NC06 WALKER DIFFERENT,MItu0LubSw4,1,0,1,0,0
HOUSE/NC06 WALKER SPENT HIS LIFE,04wfxf7txz8,1,0,1,1,0
HOUSE/NC07 MCINTYRE CARROLL ENDORSEMENT,_LwUMYJBqOY,1,0,1,0,0
HOUSE/NC07 MCINTYRE CONVERSE,hgypQze_VXU,1,0,0,0,0
HOUSE/NC07 MCINTYRE DAWN 60,VJ_rsJZW4Y0,1,0,1,0,0
HOUSE/NC07 MCINTYRE GREAT PRIVILEGE,b8W4D8MPug4,1,1,0,0,0
HOUSE/NC07 MCINTYRE ROUZER DISMANTLE MEDICARE,2eCq-_dFJII,1,1,0,0,1
HOUSE/NC07 ROUZER TRUTH ABOUT DAVID,EOApyDXrfKc,1,0,1,0,0
HOUSE/NC08 HUDSON DO YOU AGREE,JY2-3OSjWvM,0,1,0,0,1
HOUSE/NC08 KISSELL BUY AMERICAN,bKGlJtGvcig,0,0,1,0,0
HOUSE/NC08 KISSELL LINDA KEASLER,tsRPA4hYKYM,1,0,0,1,1
HOUSE/NC09 PITTENGER THIS COUNTRY,2-tGaaoCZM4,1,0,1,0,0
HOUSE/NC09 ROBERTS ALWAYS FIGHT FOR US,o5c_OP6YMA4,1,0,1,0,0
HOUSE/NC09 ROBERTS YOU PAID INTO MEDICARE,uSNLYtQWPT4,1,1,1,0,1
HOUSE/NC11 MEADOWS CONSERVATIVE CHRISTIAN BUSINESSMAN,ueXlEMQjy_Q,1,1,0,0,1
HOUSE/NC11 ROGERS MOUNTAIN VALUES,KG9Rx2MPDpo,1,0,1,0,0
HOUSE/NC11 ROGERS SOME THINGS,NJnoTaUt_KU,1,0,1,0,0
HOUSE/NC13 HOLDING ANGEL OF ANZIO,Sj3elansBlU,1,0,1,0,0
HOUSE/NC13 HOLDING FROM THE BEGINNING,-FU48jvvRM0,1,0,1,0,1
HOUSE/NC13 HOLDING US ATTORNEY,toxJ6K3kFpg,1,0,1,0,0
HOUSE/ND01 CRAMER COMMON SENSE,xutd8gM_fMw,0,1,1,0,1
HOUSE/ND01 CRAMER FAMILY,4PnriaHwrLI,1,0,1,0,0
HOUSE/ND01 CRAMER FARMING,aijM02c5C34,1,0,1,0,0
HOUSE/ND01 CRAMER GET THE NATIONAL DEBT UNDER CONTROL,R0y_xhi5veU,1,0,1,0,0
HOUSE/ND01 CRAMER GOVERNOR SCHAFER,OzS8qf9rOy0,1,0,1,0,0
HOUSE/ND01 CRAMER GRAND FORKS HERALD,cuHYyqDhnjU,0,1,1,0,1
HOUSE/ND01 CRAMER HONORED,NzeNleMeFBg,1,0,1,0,0
HOUSE/ND01 CRAMER KNOW HOW IMPORTANT,KX6XFh82DOw,1,0,1,0,0
HOUSE/ND01 CRAMER MY POSITION ON ENERGY,dS96EbMSIqQ,0,0,1,0,0
HOUSE/ND01 CRAMER NATIONAL ECONOMY,D9RKfQDoPzQ,1,0,1,0,0
HOUSE/ND01 CRAMER OUR SENIORS,_xhYnAUArXY,0,0,1,0,0
HOUSE/ND01 CRAMER OUR VETERANS,TTcKQ3LZtc4,0,0,1,0,0
HOUSE/ND01 CRAMER THE ECONOMY,2JDwDtrLG7Y,1,0,1,0,0
HOUSE/ND01 GULLESON INDEPENDENCE,z77mEpHIjbE,1,0,1,0,0
HOUSE/ND01 GULLESON VALUES,QKai-UC9Hqo,1,0,1,0,0
HOUSE/ND01 GULLESON&NDDP BYRON DORGAN ENDORSEMENT,GaqCaVF6KLE,1,0,1,0,0
HOUSE/ND01 GULLESON&NDDP CRAMER HAULED INTO COURT,_kfA2K5WPNo,0,1,1,0,1
HOUSE/ND01 SINNER CRAMER VIOLATED THE LAW,ia-GuotN9bY,1,1,0,0,1
HOUSE/ND01 SINNER LONG WAY FROM WASHINGTON,lxU1RIa5Enc,1,0,1,0,0
HOUSE/ND01 SINNER MY DAD,0o8YJm70OwM,1,0,1,0,0
HOUSE/ND01 SINNER TELEGRAM,CXZEJRh5Tuc,1,0,1,0,0
HOUSE/NE02 ASHFORD MY DAD,X98VUvaknww,0,0,1,1,0
HOUSE/NE02 ASHFORD RUNNING,RGeZnXJbRNU,1,0,1,1,1
HOUSE/NE02 ASHFORD TERRY WILL SAY ANYTHING,_YouijHqgf8,0,0,1,0,1
HOUSE/NE02 ASHFORD TIME,J7guAKxp_DU,0,0,1,0,0
HOUSE/NE02 DCCC&ASHFORD COMPLETELY DESPERATE,MrXcLMio-yA,1,0,0,1,1
HOUSE/NE02 NRCC&TERRY PASTOR HARRY WALLER,1iJpiKFCurU,0,0,1,0,0
HOUSE/NE02 TERRY AMERICA'S UNIFORMS,-Av_T4m2uow,1,0,1,1,1
HOUSE/NE02 TERRY BAD GUYS,d12z677QSGc,1,1,0,1,1
HOUSE/NE02 TERRY BRAD ASHFORD SAYS,MkNGnsapQQc,1,1,0,0,1
HOUSE/NE02 TERRY FIGHTING,4NnGxqDIFnw,1,1,1,0,1
HOUSE/NE02 TERRY FUNDAMENTALLY TRANSFORMING,Oz7xBhwPbcw,1,1,0,0,1
HOUSE/NE02 TERRY ONE BULLET,ZIK-o6JaCN0,1,1,0,1,1
HOUSE/NE02 TERRY TIMOTHY F JOHNSON,n6MqAYQVsEc,0,0,1,1,0
HOUSE/NE02 TERRY WILLIAM KING JR,kwEZRYMoco4,1,0,1,0,0
HOUSE/NE02 TERRY&NRCC OBAMACARE,dOZwa8DsOGU,1,1,0,1,1
HOUSE/NH01 GUINTA LYING,pZslVFVb4i8,1,1,1,0,1
HOUSE/NH01 GUINTA WHO SHE STANDS FOR,idonXvt1ULI,1,1,0,0,1
HOUSE/NH01 NRCC&GUINTA MORGAN AND GINNY,-kOw0aRNzMg,1,0,1,1,0
HOUSE/NH01 SHEA-PORTER DEBT,iRQA8mTtQq0,1,1,1,0,1
HOUSE/NH01 SHEA-PORTER GUINTA CORRUPT,bF3IJIEhg8w,1,1,1,0,1
HOUSE/NH01 SHEA-PORTER GUINTA WOULD GUT,2GXgbHvU4yU,1,0,1,1,0
HOUSE/NH01 SHEA-PORTER MINIMUM WAGE JOBS,a-ugVB391GQ,1,1,1,0,0
HOUSE/NH02 BASS AMERICA FACES REAL CHALLENGES,cfbLS-rNAHI,0,0,1,0,0
HOUSE/NH02 BASS KUSTER HAS THE NERVE,9vBTdglZnso,1,1,0,0,1
HOUSE/NH02 BASS WOMEN'S ISSUES,TcrFjmUGZ6k,1,0,1,1,0
HOUSE/NH02 DCCC&KUSTER SONIA PRINCE,2ce7jbk5uas,1,0,0,1,1
HOUSE/NH02 GARCIA STATE INCOME TAX,1lXS_K4KNqo,1,1,1,0,1
HOUSE/NH02 KUSTER BASS DOESN'T GET IT,fIVGlcpsVxM,0,1,1,0,1
HOUSE/NH02 KUSTER BASS SAME OLD POLITICS,uUALUWyTQRM,1,1,1,0,1
HOUSE/NH02 KUSTER REALLY STRUGGLING,TWVjLjUa_TY,1,0,1,1,1
HOUSE/NH02 KUSTER SANDRA MATHESON,DTRxsy-Q2P8,1,1,0,1,1
HOUSE/NH02 KUSTER TED CRUZ,CPDd-vbEHGo,1,1,0,0,1
HOUSE/NH02 KUSTER WHAT REALLY CONCERNS ME,BcqPIeSK_Yw,1,1,1,0,1
HOUSE/NJ01 NORCROSS MOST RESPECTED COMMUNITY LEADERS,6DZxSfFX5Tk,0,0,1,0,0
HOUSE/NJ01 NORCROSS UP AND DOWN THIS RIVER,0K68tklDqDQ,0,0,1,0,0
HOUSE/NJ03 ADLER BASIC PREVENTIVE HEALTHCARE,hcjQl8QyRf8,1,0,0,1,1
HOUSE/NJ03 BELGARD TOM MACARTHUR'S WORLD,8-36_sqi_X0,1,1,1,1,1
HOUSE/NJ03 MACARTHUR BELGARD LIED 15,eFLLKfIJIkI,1,1,0,0,1
HOUSE/NJ03 MACARTHUR DISHONEST POLITICIAN,eAGz0f85D2w,1,1,1,0,1
HOUSE/NJ03 MACARTHUR SUCCESS STORY,fxtTaRzDjys,1,0,1,0,1
HOUSE/NJ03 MACARTHUR THE TRUTH,DzglKaXEkUU,1,0,1,1,0
HOUSE/NJ03 RUNYAN GROUPS AGREE ON ONE THING,plJ0qqSPAH4,0,1,0,0,1
HOUSE/NM01 ARNOLD-JONES SACRED PROMISE,GtaZ_pqn4Jc,1,0,1,0,1
HOUSE/NM01 ARNOLD-JONES THE AMERICA WE ALL BELIEVE IN,HF6i_-8k_co,1,0,1,0,0
HOUSE/NM01 GRISHAM YOU HEAR IT EVERYDAY,Oq96U2SxAy0,0,0,1,0,0
HOUSE/NM01 LUJAN-GRISHAM THE VOTES ARE IN,dbzeXcdUEso,1,0,1,0,0
HOUSE/NM01 LUJAN-GRISHAM TRACE,fvH5JP5ACR0,1,1,0,0,1
HOUSE/NM01 LUJAN-GRISHAM WOMEN'S OWN DECISIONS,Pzepu1vdv78,1,0,1,0,0
HOUSE/NM02 PEARCE OUR VETERANS WHERE THERE FOR US,g2xpUyRYs30,1,0,1,0,0
HOUSE/NM02 PEARCE UNEMPLOYED TRAPPED STRUGGLING,aGe6CrFG6lo,0,0,1,1,1
HOUSE/NM03 BYRD BIO,9ziViXyF9yU,1,0,1,0,0
HOUSE/NM03 BYRD WE GIVE EVERYTHING WE HAVE,lSOP8tt6GdM,1,0,1,0,0
HOUSE/NV03 BILBRAY CAROLINE,S1YRsTOygcU,1,0,1,0,0
HOUSE/NV03 BILBRAY STRUGGLE,dFclOZkO_eY,1,0,1,1,0
HOUSE/NV03 HECK ABSOLUTE BEST,sjuEKXgZW4w,1,0,1,0,0
HOUSE/NV03 HECK ARGUING,YXmeGgg9YD0,1,0,1,0,0
HOUSE/NV03 HECK GETTING THINGS DONE,RV4r_hWhgow,1,0,1,0,0
HOUSE/NV03 HECK HOMES,aCfeU8OnhiI,0,0,1,0,0
HOUSE/NV03 HECK IN TIMES OF CRISIS,VKDat6gESAk,1,0,1,0,1
HOUSE/NV03 HECK MARIA TACKETT,MGGFBKXAXnw,1,0,1,0,0
HOUSE/NV03 HECK MEDICARE,n6O_Nx6cWos,1,0,1,0,0
HOUSE/NV03 HECK OUR DAD,TqHePmEoZx0,1,0,1,0,0
HOUSE/NV04 HARDY ONE CANDIDATE,1st9M6UDKvE,1,0,1,0,0
HOUSE/NV04 HORSFORD DRIVE,49haJ4MRuK4,1,0,1,0,0
HOUSE/NV04 HORSFORD FIGHT FOR THEM,PIF347QZ2K4,1,0,1,0,0
HOUSE/NV04 HORSFORD&DCCC BACK TO WORK,Q_-ak2cEtOg,1,0,1,0,1
HOUSE/NV04 HORSFORD&DCCC KNOW WHAT NEEDS TO BE DONE,AM33Xk301Rk,1,1,1,1,1
HOUSE/NV04 HORSFORD&DCCC OVERCOMING ADVERSITY,gQ_mmbGm2zk,1,1,1,0,1
HOUSE/NV04 HORSFORD&DCCC TARKANIAN CRAZY RADICALS,MctcInfJ91o,0,0,1,1,0
HOUSE/NV04 TARKANIAN KNOWS HOW TO,wHePYc5Dz9E,1,0,1,0,1
HOUSE/NV04 TARKANIAN WE'VE ALL HEARD THE EMPTY PROMISES,Qs_7KCjpImQ,1,1,1,0,0
HOUSE/NY01 BISHOP FBI,AGZ4ciA7Mzw,1,0,1,1,0
HOUSE/NY01 BISHOP RIGHT WING SMEAR,GymPUCeEy1A,1,1,0,0,1
HOUSE/NY04 MCCARTHY SHE KNOWS,JN11AOvXnoI,1,0,1,1,1
HOUSE/NY04 RICE 2005 CAMPAIGN AD,1vXc97-Kzy0,1,0,1,0,0
HOUSE/NY04 RICE PROBLEMS,5hjjfMe0Hro,1,0,1,0,0
HOUSE/NY04 RICE THE CHOICE IS CLEAR,iQhrFHHQJT8,0,0,1,0,1
HOUSE/NY18 HAYWORTH PHONY BALONEY,vQ-TMwP8OZU,1,0,1,0,1
HOUSE/NY18 HAYWORTH WILL,9r1DuHYhDtU,1,0,1,0,0
HOUSE/NY18 MALONEY AGREE,A6m85ka4pxg,0,0,1,0,1
HOUSE/NY18 MALONEY BUILT A BUSINESS 15,0ZMP90pEUvc,0,0,1,0,1
HOUSE/NY18 MALONEY HAYWORTH RADICAL RECORD,l0mRRJ8Zb2A,1,1,0,1,1
HOUSE/NY18 MALONEY MY DAD,KK2vrQBG2yg,1,0,1,0,0
HOUSE/NY18 MALONEY SHE'S BACK,yU7ru2uY6XQ,1,1,1,0,1
HOUSE/NY18 MALONEY&DCCC HAYWORTH WORKS FOR TEA PARTY EXTREMISTS,7VpuJMvwm1Y,1,1,1,0,1
HOUSE/NY19 ELDRIDGE A DIME,C-nU2NqIQSc,0,1,1,0,1
HOUSE/NY19 ELDRIDGE EVERYDAY,602Pdnpq7lU,1,0,1,0,0
HOUSE/NY19 ELDRIDGE IN THE NEXT FEW MONTHS,GCZfUXXS5D8,1,0,1,0,0
HOUSE/NY19 ELDRIDGE NOT LOOKING OUT FOR US,atPXvzXf7OM,1,1,1,0,1
HOUSE/NY19 ELDRIDGE RESPECT,QVelU7fZPzE,0,0,1,0,0
HOUSE/NY19 ELDRIDGE RIGHT NOW,YW4Bx4pRM4Y,0,1,0,1,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON,1NdA9rz93b8,0,1,1,0,1
HOUSE/NY19 ELDRIDGE THINK YOU KNOW CHRIS GIBSON REV,v7tA4ZbtXeU,1,1,1,1,1
HOUSE/NY19 ELDRIDGE TRUTH,qsMvQEdlGCU,1,1,1,0,1
HOUSE/NY19 GIBSON CALLED UPSTATE HOME 60,SOaTg2oDYrs,0,0,1,1,1
HOUSE/NY19 GIBSON KALEIGH AHERN 60,uQOz6etH42Q,0,0,0,1,1
HOUSE/NY19 GIBSON LIFE OF SERVICE,ybJtNfJK68U,0,1,1,0,1
HOUSE/NY19 GIBSON LIVING HERE,-VvpQg9rZ-U,1,0,1,0,0
HOUSE/NY19 GIBSON SCHREIBMAN'S CAMPAIGN MISLEADING,MLwcD641iWU,1,1,1,0,1
HOUSE/NY19 GIBSON THINK YOU KNOW SEAN ELDRIDGE 15,KoyHCBPT45A,1,1,0,0,1
HOUSE/NY19 GIBSON TRUST,tpMRq4WD7fA,1,0,1,0,0
HOUSE/NY19 GIBSON VISITING LOCAL BUSINESSES,dmT2YjQoqy4,1,0,1,0,1
HOUSE/NY19 NRCC&GIBSON ANNE MARIE MINK,i21eJakWkb4,0,0,1,1,1
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT,-V6cBQxk6so,0,0,1,0,0
HOUSE/NY20 FISCHER PUBLIC SERVICE ANNOUNCEMENT 60,21Nluwyzok4,1,0,1,0,0
HOUSE/NY20 TONKO SAME STREET,FyKc5ruwEW8,1,0,1,0,0
HOUSE/NY21 DOHENY OWENS FAILED TO OBEY,aqXcVWp5Kwc,1,1,0,0,1
HOUSE/NY21 DOHENY OWENS ISLANDS,Z5vj1bPB9bI,1,1,1,0,0
HOUSE/NY21 DOHENY OWENS LIKE FLIPPING A COIN,4-YYFvt7gAg,1,1,0,0,1
HOUSE/NY21 DOHENY OWENS PELOSI OBAMA,9iyIuy1hYlQ,1,1,0,0,1
HOUSE/NY21 DOHENY OWENS THERE THEY GO AGAIN,rlx8ZAo3Vvo,1,0,1,0,0
HOUSE/NY21 DOHENY VALUES,POq8Ky6iouI,1,0,1,0,0
HOUSE/NY21 OWENS AS OLD AS THE ADIRONDACKS,3cDYAQRcdqI,1,0,1,0,0
HOUSE/NY21 OWENS CREATE NEW ONES,WkyW22FZJw4,0,0,1,0,0
HOUSE/NY21 OWENS DOHENY ATTACK AD FAKE,vdNW1V8bL5I,1,0,1,0,1
HOUSE/NY21 OWENS IT'S ALL ONLINE,dQ9Tg4BB8J8,1,0,1,1,1
HOUSE/NY21 OWENS TRIP TO TAIWAN,mJmDx1Or1k8,1,0,1,1,0
HOUSE/NY21 OWENS WASTE IN WASHINGTON,Z-3kKqs0x38,0,0,1,0,0
HOUSE/NY21 OWENS&DCCC TALE OF FOUR ISLANDS,FJjNHMTMu_M,0,0,1,1,1
HOUSE/NY21 STEFANIK GREAT EXPERIENCE,LrAm9oYaDLI,1,0,1,0,0
HOUSE/NY21 STEFANIK MY GENERATION,KO7Uc3r0JTY,1,0,1,0,0
HOUSE/NY21 STEFANIK PROTECT AND PRESERVE,0OKUJlE6mlI,1,0,1,0,1
HOUSE/NY22 HANNA TRULY INDEPENDENT VOICE,tV70yvfBg5Y,1,0,1,0,0
HOUSE/NY22 LAMB ISN'T A CAMPAIGN IT'S A CAUSE,9-H1XDVfzxs,1,0,0,1,1
HOUSE/NY23 REED DOUBLE TROUBLE,jO1s3qT6duQ,1,1,0,0,1
HOUSE/NY23 REED HER WORDS,-pftOu8iTV8,1,1,0,1,1
HOUSE/NY23 REED HURTING US,DgOfeOS6rc4,1,1,0,0,1
HOUSE/NY23 REED LISTENING,YwvXUduyI-k,0,0,1,1,1
HOUSE/NY23 REED MY BROTHER 60,ppIs9cfgCPI,1,0,1,1,1
HOUSE/NY23 ROBERTSON FALSE ATTACKS,m6H01FAxVo8,0,1,1,0,0
HOUSE/NY23 ROBERTSON SMALL HOUSE,6vjPimxjNFs,1,0,1,0,0
HOUSE/NY23 SHINAGAWA A SERIES OF CHOICES,o3R_zrp4SAc,1,1,0,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY,YEyZZz5LXw4,1,0,1,1,1
HOUSE/NY23 SHINAGAWA THE FUTURE OF OUR COUNTRY REV,gBRosW77p98,1,0,1,1,1
HOUSE/NY24 BUERKLE DC DAN MAFFEI,ZX4BGaYj9ww,0,0,1,0,0
HOUSE/NY24 BUERKLE MAFFEI SHAMELESS,DDpPoC3M_w4,1,0,0,1,1
HOUSE/NY24 BUERKLE MAFFEI WON'T SHOW UP,GE4x3tDa1zI,1,1,1,0,1
HOUSE/NY24 BUERKLE SICK OF ATTACKS,qHsMVLV9oXw,1,0,1,0,0
HOUSE/NY24 BUERKLE&NRCC MEET ANN MARIE BUERKLE,Be2fSO8_VR8,1,0,1,0,0
HOUSE/NY24 BUERKLE&NRCC VOTED TO PRESERVE MEDICARE,3-s41-PzgUo,1,1,0,0,1
HOUSE/NY24 DCCC&MAFFEI KRISTINA SHERMAN,9xzyGeWsHrE,1,0,0,1,1
HOUSE/NY24 MAFFEI ABOUT THESE STREETS,6m3eFC15LFI,1,1,1,0,1
HOUSE/NY24 MAFFEI ATTACKS SO FALSE,1glirKzkCOA,1,1,0,0,1
HOUSE/NY24 MAFFEI BILL CLINTON ENDORSEMENT,sp7J9u6yNFM,1,0,1,0,0
HOUSE/NY24 MAFFEI BUERKLE DISTURBING TEA PARTY RECORD,RmUyIOCJTMc,1,1,0,1,1
HOUSE/NY24 MAFFEI BUERKLE TURNS YOU INSIDE OUT,4SEAPkNsfXw,1,1,0,1,1
HOUSE/NY24 MAFFEI DRAW A LINE,yFDqMByWw8Q,1,0,0,1,1
HOUSE/NY24 MAFFEI FOLKS IN WASHINGTON,Z_goqHOXR0U,1,0,0,1,1
HOUSE/NY24 MAFFEI HAD OUR BACK,8R-x8pacDew,1,0,0,1,1
HOUSE/NY24 MAFFEI IT TAKES A LOT,cmQVodQEkmg,1,0,1,1,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL,cmtwz41oLdg,1,1,0,1,1
HOUSE/NY24 MAFFEI KATKO LEFT A PISTOL REV,KN9s57K6yM0,0,1,0,0,1
HOUSE/NY24 MAFFEI LEMONADE STAND,Ok_tJO2OwWU,1,0,1,0,1
HOUSE/NY24 MAFFEI LISTEN,95LRmr4GITU,1,1,1,0,1
HOUSE/NY24 MAFFEI LIVELY DEBATE ABOUT THE ISSUES,DmcNyO9Yo60,1,0,1,0,0
HOUSE/NY24 MAFFEI NO TIME,mTYbFpThWbY,1,0,1,0,0
HOUSE/NY24 MAFFEI PUTTING US FIRST,KYNAYcyH_bg,1,1,1,0,1
HOUSE/NY24 MAFFEI&DCCC SEE,BpxjmAAgFSk,1,0,1,0,0
HOUSE/NY25 ASSINI THIS ELECTION,ZRCCxED7xkg,1,0,1,0,0
HOUSE/NY25 BROOKS NOTHING'S MORE IMPORTANT,ToNDDvSt6zU,1,0,1,0,0
HOUSE/NY25 BROOKS SLAUGHTER FOUND GUILTY,z-2m7wXbmo4,1,1,0,0,1
HOUSE/NY25 BROOKS SLAUGHTER THINKS SHE'S ENTITLED,iLzdvIDbV5Y,1,1,0,1,1
HOUSE/NY25 BROOKS SLAUGHTER TWICE FOUND GUILTY,WaEZZwhQSCY,1,1,0,0,1
HOUSE/NY25 BROOKS SLAUGHTER'S CHANGED,k0ROuVOhL3c,1,0,0,0,1
HOUSE/NY25 BROOKS&NRCC COULDN'T BE MORE DIFFERENT,_tUgDfdYEUY,1,0,1,0,0
HOUSE/NY25 SLAUGHTER BILL CLINTON ENDORSEMENT,WaRknBJMLpo,1,0,1,0,0
HOUSE/NY25 SLAUGHTER BROOKS ALLIES,ULsttelgEmA,1,1,0,0,1
HOUSE/NY25 SLAUGHTER BROOKS SUPPORTS ROMNEY'S PLAN,VmTLY83a3Wg,0,1,0,0,1
HOUSE/NY25 SLAUGHTER MARINES BODY ARMOR,q6DRNJRKg3I,1,0,1,0,0
HOUSE/NY25 SLAUGHTER SCANDAL,JHsGXsxUTAw,1,1,0,0,1
