creative,uid,feature,model,train,tone
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,music,nb,1,0
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,both,lsvm,1,0
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,both,nsvm,1,0
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,both,knn,1,0
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,both,rf,1,0
USSEN/NM UDALL SCARY IDEA,_foJB3KQbZ8,both,nb,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,text,lsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,text,nsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,text,knn,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,text,rf,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,text,nb,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,music,lsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,music,nsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,music,knn,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,music,rf,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,music,nb,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,both,lsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,both,nsvm,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,both,knn,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,both,rf,1,0
USSEN/NM UDALL SO WHAT,ckbCql-yDI8,both,nb,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,text,lsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,text,nsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,text,knn,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,text,rf,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,text,nb,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,music,lsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,music,nsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,music,knn,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,music,rf,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,music,nb,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,both,lsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,both,nsvm,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,both,knn,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,both,rf,1,0
USSEN/NM UDALL VOIDED,VrixJTUCaEM,both,nb,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,text,lsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,text,nsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,text,knn,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,text,rf,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,text,nb,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,music,lsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,music,nsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,music,knn,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,music,rf,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,music,nb,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,both,lsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,both,nsvm,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,both,knn,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,both,rf,1,0
USSEN/NM UDALL WHAT KIND OF SENATOR,BD8kyolrc78,both,nb,1,0
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,text,lsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,text,nsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,text,knn,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,text,rf,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,text,nb,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,music,lsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,music,nsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,music,knn,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,music,rf,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,music,nb,1,0
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,both,lsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,both,nsvm,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,both,knn,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,both,rf,1,1
USSEN/NM WEH BECKY'S STORY,dk34KntxfWM,both,nb,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,text,lsvm,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,text,nsvm,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,text,knn,1,1
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,text,rf,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,text,nb,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,music,lsvm,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,music,nsvm,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,music,knn,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,music,rf,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,music,nb,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,both,lsvm,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,both,nsvm,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,both,knn,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,both,rf,1,0
USSEN/NM WEH THEY'RE PAYING FOR IT,mbkQaRYEx-U,both,nb,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,text,lsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,text,nsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,text,knn,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,text,rf,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,text,nb,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,music,lsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,music,nsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,music,knn,1,1
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,music,rf,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,music,nb,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,both,lsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,both,nsvm,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,both,knn,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,both,rf,1,0
USSEN/NM WEH UDALL FOR OBAMACARE,WqNoAbZuV9E,both,nb,1,0
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,text,lsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,text,nsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,text,knn,1,0
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,text,rf,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,text,nb,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,music,lsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,music,nsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,music,knn,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,music,rf,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,music,nb,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,both,lsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,both,nsvm,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,both,knn,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,both,rf,1,1
USSEN/NM WEH WASHINGTON IS BROKEN,5WBzikrjTwc,both,nb,1,1
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,text,lsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,text,nsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,text,knn,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,text,rf,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,text,nb,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,music,lsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,music,nsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,music,knn,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,music,rf,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,music,nb,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,both,lsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,both,nsvm,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,both,knn,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,both,rf,1,0
USSEN/NM WEH WHO'S DOING BETTER,d0KV6S3_100,both,nb,1,0
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,text,lsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,text,nsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,text,knn,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,text,rf,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,text,nb,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,music,lsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,music,nsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,music,knn,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,music,rf,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,music,nb,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,both,lsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,both,nsvm,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,both,knn,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,both,rf,1,1
USSEN/NM WILSON AIR FORCE ACADEMY,VZos36SgHL8,both,nb,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,text,lsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,text,nsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,text,knn,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,text,rf,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,text,nb,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,music,lsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,music,nsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,music,knn,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,music,rf,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,music,nb,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,both,lsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,both,nsvm,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,both,knn,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,both,rf,1,1
USSEN/NM WILSON BARRIERS WERE MEANT TO BE BROKEN,EJ5bcNCOL-w,both,nb,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,text,lsvm,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,text,nsvm,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,text,knn,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,text,rf,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,text,nb,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,music,lsvm,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,music,nsvm,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,music,knn,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,music,rf,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,music,nb,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,both,lsvm,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,both,nsvm,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,both,knn,1,1
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,both,rf,1,0
USSEN/NM WILSON DEFENSE CUTS,SGA6V1u-17k,both,nb,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,text,lsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,text,nsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,text,knn,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,text,rf,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,text,nb,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,music,lsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,music,nsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,music,knn,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,music,rf,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,music,nb,1,0
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,both,lsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,both,nsvm,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,both,knn,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,both,rf,1,1
USSEN/NM WILSON DEMOCRATS,BY6igjxj0Fc,both,nb,1,1
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,text,lsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,text,nsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,text,knn,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,text,rf,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,text,nb,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,music,lsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,music,nsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,music,knn,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,music,rf,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,music,nb,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,both,lsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,both,nsvm,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,both,knn,1,1
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,both,rf,1,0
USSEN/NM WILSON EXTREMIST LEFT WING POLITICS,p62fBLbRUeg,both,nb,1,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,text,lsvm,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,text,nsvm,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,text,knn,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,text,rf,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,text,nb,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,music,lsvm,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,music,nsvm,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,music,knn,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,music,rf,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,music,nb,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,both,lsvm,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,both,nsvm,0,0
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,both,knn,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,both,rf,0,1
USSEN/NM WILSON HONOR CODE,dsi8BhRFflE,both,nb,0,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,text,lsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,text,nsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,text,knn,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,text,rf,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,text,nb,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,music,lsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,music,nsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,music,knn,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,music,rf,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,music,nb,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,both,lsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,both,nsvm,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,both,knn,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,both,rf,1,1
USSEN/NM WILSON HOW I SEE IT,WSHRuQlD0qQ,both,nb,1,1
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,text,lsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,text,nsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,text,knn,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,text,rf,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,text,nb,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,music,lsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,music,nsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,music,knn,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,music,rf,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,music,nb,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,both,lsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,both,nsvm,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,both,knn,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,both,rf,1,0
USSEN/NM WILSON KNOWINGLY,mcNOhUkbYG4,both,nb,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,text,lsvm,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,text,nsvm,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,text,knn,1,1
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,text,rf,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,text,nb,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,music,lsvm,1,1
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,music,nsvm,1,1
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,music,knn,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,music,rf,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,music,nb,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,both,lsvm,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,both,nsvm,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,both,knn,1,1
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,both,rf,1,0
USSEN/NM WILSON MAKING THINGS WORSE,WhhwvVaAClo,both,nb,1,0
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,text,lsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,text,nsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,text,knn,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,text,rf,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,text,nb,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,music,lsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,music,nsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,music,knn,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,music,rf,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,music,nb,1,0
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,both,lsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,both,nsvm,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,both,knn,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,both,rf,1,1
USSEN/NM WILSON OUR MOM,Vo14mTfFmhU,both,nb,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,text,lsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,text,nsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,text,knn,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,text,rf,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,text,nb,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,music,lsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,music,nsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,music,knn,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,music,rf,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,music,nb,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,both,lsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,both,nsvm,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,both,knn,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,both,rf,1,1
USSEN/NM WILSON SOCIAL SECURITY CARD,qj2eu9d0lZI,both,nb,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,text,lsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,text,nsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,text,knn,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,text,rf,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,text,nb,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,music,lsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,music,nsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,music,knn,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,music,rf,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,music,nb,1,0
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,both,lsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,both,nsvm,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,both,knn,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,both,rf,1,1
USSEN/NM WILSON STICK TO A BUDGET,WAo6OXtRXHM,both,nb,1,1
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,text,lsvm,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,text,nsvm,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,text,knn,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,text,rf,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,text,nb,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,music,lsvm,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,music,nsvm,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,music,knn,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,music,rf,1,0
USSEN/NM WILSON STILL WAITING,N_wQ4Qi2TSQ,music,nb,1,0
